year,spec.code,species,total.count,rel.abundance.total,total.scaled,logistic.id.total,rel.abundance.scaled,logistic.id.scaled,guild,guild2,observers,sampling.effort,effort.multiplier,sampling.time,num.observers,notes,survey.id,period,start.time,end.time,time,date.ymd,doy,day,month
1998,BASA,Baird's Sandpiper,14,1,128.47058823529414,high,1,high,shorebird,shorebird,"LeeJohn Meyook, Frank Elanik",158,9.176470588235295,79,2,"amongst grass, between Mission House and rangers quarters",06-Jun-98_EARLY_1,EARLY,15:26:00,16:45:00,15:28:00,1998-06-06,157,6,6
1998,BLGU,Black Guillemot,5,0.13513513513513514,45.88235294117648,low,0.1184330397813544,low,waterbird,other,"LeeJohn Meyook, Frank Elanik",158,9.176470588235295,79,2,Mission House,06-Jun-98_EARLY_1,EARLY,15:26:00,16:45:00,15:34:00,1998-06-06,157,6,6
1998,COEI,Common Eider,19,0.3333333333333333,174.3529411764706,low,0.4151260504201681,low,waterbird,duck,"LeeJohn Meyook, Frank Elanik",158,9.176470588235295,79,2,5 male and 1 female - Thetis Bay. Not many small birds seen due to the cold wind and snow blowing during the transect,06-Jun-98_EARLY_1,EARLY,15:26:00,16:45:00,15:27:00,1998-06-06,157,6,6
1998,GLGU,Glaucous Gull,13,1,119.29411764705884,high,1,high,waterbird,gull,"LeeJohn Meyook, Frank Elanik",158,9.176470588235295,79,2,flying along shoreline,06-Jun-98_EARLY_1,EARLY,15:26:00,16:45:00,15:30:00,1998-06-06,157,6,6
1998,GWFG,Greater White-fronted Goose,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,LALO,Lapland Longspur,15,0.39473684210526316,118.23529411764707,low,0.2833646616541354,low,passerine,passerine,"LeeJohn Meyook, Colin Gordon",224,7.882352941176471,112,2,feeding on the ground,29-Jun-98_LATE_2,LATE,17:51:00,19:43:00,17:54:00,1998-06-29,180,29,6
1998,LTJA,Long-tailed Jaeger,7,0.875,55.1764705882353,high,0.7207991803278689,high,birdofprey,gull,"LeeJohn Meyook, Colin Gordon",224,7.882352941176471,112,2,flying,29-Jun-98_LATE_2,LATE,17:51:00,19:43:00,18:22:00,1998-06-29,180,29,6
1998,NOPI,Northern Pintail,19,0.37254901960784315,174.3529411764706,low,0.4612511671335201,low,waterbird,duck,"LeeJohn Meyook, Frank Elanik",158,9.176470588235295,79,2,grassy area by large pond,06-Jun-98_EARLY_1,EARLY,15:26:00,16:45:00,15:31:00,1998-06-06,157,6,6
1998,REDP,Redpoll,5,0.25,45.88235294117648,low,0.2368421052631579,low,passerine,passerine,"LeeJohn Meyook, Frank Elanik",158,9.176470588235295,79,2,in the grass,06-Jun-98_EARLY_1,EARLY,15:26:00,16:45:00,15:39:00,1998-06-06,157,6,6
1998,RTLO,Red-throated Loon,2,0.2,18.35294117647059,low,0.3194539249146758,low,waterbird,duck,"LeeJohn Meyook, Frank Elanik",158,9.176470588235295,79,2,nesting area in large pond,06-Jun-98_EARLY_1,EARLY,15:26:00,16:45:00,15:32:00,1998-06-06,157,6,6
1998,SAVS,Savannah Sparrow,9,0.47368421052631576,70.94117647058823,low,0.4276595744680851,low,passerine,passerine,"LeeJohn Meyook, Colin Gordon",224,7.882352941176471,112,2,amongst the grass,29-Jun-98_LATE_2,LATE,17:51:00,19:43:00,18:02:00,1998-06-29,180,29,6
1998,SEPL,Semipalmated Plover,3,0.10344827586206896,27.529411764705884,low,0.09043478260869565,low,shorebird,shorebird,"LeeJohn Meyook, Frank Elanik",158,9.176470588235295,79,2,in the grass,06-Jun-98_EARLY_1,EARLY,15:26:00,16:45:00,15:53:00,1998-06-06,157,6,6
1998,SESA,Semipalmated Sandpiper,8,0.21052631578947367,63.05882352941177,low,0.15672514619883038,low,shorebird,shorebird,"LeeJohn Meyook, Colin Gordon",224,7.882352941176471,112,2,"feeding around pond area, on route",29-Jun-98_LATE_2,LATE,17:51:00,19:43:00,18:03:00,1998-06-29,180,29,6
1998,SNBU,Snow Bunting,8,0.5,73.41176470588236,low,0.8357142857142859,high,passerine,passerine,"LeeJohn Meyook, Frank Elanik",158,9.176470588235295,79,2,male and female flying by logs,06-Jun-98_EARLY_1,EARLY,15:26:00,16:45:00,15:35:00,1998-06-06,157,6,6
1999,BASA,Baird's Sandpiper,0,0,0,low,0,low,shorebird,shorebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,BLGU,Black Guillemot,15,0.40540540540540543,142.94117647058826,low,0.36896447008806565,low,waterbird,other,"Frank Elanik, Ricky Joe",140,9.529411764705884,70,2,roof of building,29-Jun-99_LATE_2,LATE,09:25:00,10:35:00,09:36:00,1999-06-29,180,29,6
1999,COEI,Common Eider,15,0.2631578947368421,142.94117647058826,low,0.3403361344537816,low,waterbird,duck,"Frank Elanik, Ricky Joe",140,9.529411764705884,70,2,,29-Jun-99_LATE_2,LATE,09:25:00,10:35:00,09:54:00,1999-06-29,180,29,6
1999,GLGU,Glaucous Gull,6,0.46153846153846156,48.470588235294116,low,0.40631163708086776,low,waterbird,gull,"Liz Gordon, Andy Tardif",214,8.07843137254902,107,2,,09-Jun-99_EARLY_1,EARLY,09:51:00,11:38:00,NA,1999-06-09,160,9,6
1999,GWFG,Greater White-fronted Goose,3,0.21428571428571427,28.588235294117652,low,0.2656705539358601,low,waterbird,duck,"Frank Elanik, Ricky Joe",140,9.529411764705884,70,2,pond area,29-Jun-99_LATE_2,LATE,09:25:00,10:35:00,10:30:00,1999-06-29,180,29,6
1999,LALO,Lapland Longspur,8,0.21052631578947367,64.62745098039215,low,0.15488721804511277,low,passerine,passerine,"Liz Gordon, Andy Tardif",214,8.07843137254902,107,2,,09-Jun-99_EARLY_1,EARLY,09:51:00,11:38:00,NA,1999-06-09,160,9,6
1999,LTJA,Long-tailed Jaeger,3,0.375,28.588235294117652,low,0.37346311475409844,low,birdofprey,gull,"Frank Elanik, Ricky Joe",140,9.529411764705884,70,2,,29-Jun-99_LATE_2,LATE,09:25:00,10:35:00,09:58:00,1999-06-29,180,29,6
1999,NOPI,Northern Pintail,29,0.5686274509803921,234.27450980392155,high,0.6197738354601099,high,waterbird,duck,"Liz Gordon, Andy Tardif",214,8.07843137254902,107,2,,09-Jun-99_EARLY_1,EARLY,09:51:00,11:38:00,NA,1999-06-09,160,9,6
1999,REDP,Redpoll,2,0.1,19.058823529411768,low,0.09838056680161944,low,passerine,passerine,"Frank Elanik, Ricky Joe",140,9.529411764705884,70,2,,29-Jun-99_LATE_2,LATE,09:25:00,10:35:00,09:50:00,1999-06-29,180,29,6
1999,RTLO,Red-throated Loon,3,0.3,24.235294117647058,low,0.42184300341296926,low,waterbird,duck,"Liz Gordon, Andy Tardif",214,8.07843137254902,107,2,,09-Jun-99_EARLY_1,EARLY,09:51:00,11:38:00,NA,1999-06-09,160,9,6
1999,SAVS,Savannah Sparrow,2,0.10526315789473684,16.15686274509804,low,0.09739952718676123,low,passerine,passerine,"Liz Gordon, Andy Tardif",214,8.07843137254902,107,2,"on ground, singing",09-Jun-99_EARLY_1,EARLY,09:51:00,11:38:00,NA,1999-06-09,160,9,6
1999,SEPL,Semipalmated Plover,4,0.13793103448275862,38.117647058823536,low,0.12521739130434784,low,shorebird,shorebird,"Frank Elanik, Ricky Joe",140,9.529411764705884,70,2,,29-Jun-99_LATE_2,LATE,09:25:00,10:35:00,09:48:00,1999-06-29,180,29,6
1999,SESA,Semipalmated Sandpiper,9,0.23684210526315788,85.76470588235296,low,0.2131578947368421,low,shorebird,shorebird,"Frank Elanik, Ricky Joe",140,9.529411764705884,70,2,,29-Jun-99_LATE_2,LATE,09:25:00,10:35:00,09:42:00,1999-06-29,180,29,6
1999,SNBU,Snow Bunting,6,0.375,48.470588235294116,low,0.5517857142857142,high,passerine,passerine,"Liz Gordon, Andy Tardif",214,8.07843137254902,107,2,heard,09-Jun-99_EARLY_1,EARLY,09:51:00,11:38:00,09:51:00,1999-06-09,160,9,6
2000,BASA,Baird's Sandpiper,0,0,0,low,0,low,shorebird,shorebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,BLGU,Black Guillemot,6,0.16216216216216217,53.411764705882355,low,0.13786820528393562,low,waterbird,other,"Ricky Joe, Pierre Foisy",172,8.901960784313726,86,2,on water,29-Jun-00_LATE_2,LATE,09:51:00,11:17:00,10:54:00,2000-06-29,181,29,6
2000,COEI,Common Eider,23,0.40350877192982454,204.7450980392157,low,0.48748832866479924,low,waterbird,duck,"Ricky Joe, Pierre Foisy",172,8.901960784313726,86,2,"3 males, 1 female in water",29-Jun-00_LATE_2,LATE,09:51:00,11:17:00,10:41:00,2000-06-29,181,29,6
2000,GLGU,Glaucous Gull,4,0.3076923076923077,29.647058823529413,low,0.24852071005917156,low,waterbird,gull,"Frank Elanik, Andy Tardif",248,7.411764705882353,124,2,,09-Jun-00_EARLY_1,EARLY,12:06:00,14:10:00,12:47:00,2000-06-09,161,9,6
2000,GWFG,Greater White-fronted Goose,3,0.21428571428571427,22.235294117647058,low,0.20663265306122444,low,waterbird,duck,"Frank Elanik, Andy Tardif",248,7.411764705882353,124,2,,09-Jun-00_EARLY_1,EARLY,12:06:00,14:10:00,12:17:00,2000-06-09,161,9,6
2000,LALO,Lapland Longspur,14,0.3684210526315789,124.62745098039215,low,0.2986842105263158,low,passerine,passerine,"Ricky Joe, Pierre Foisy",172,8.901960784313726,86,2,"female, singing",29-Jun-00_LATE_2,LATE,09:51:00,11:17:00,09:51:00,2000-06-29,181,29,6
2000,LTJA,Long-tailed Jaeger,2,0.25,14.823529411764707,low,0.19364754098360656,low,birdofprey,gull,"Frank Elanik, Andy Tardif",248,7.411764705882353,124,2,,09-Jun-00_EARLY_1,EARLY,12:06:00,14:10:00,12:10:00,2000-06-09,161,9,6
2000,NOPI,Northern Pintail,51,1,378,high,1,high,waterbird,duck,"Frank Elanik, Andy Tardif",248,7.411764705882353,124,2,,09-Jun-00_EARLY_1,EARLY,12:06:00,14:10:00,12:06:00,2000-06-09,161,9,6
2000,REDP,Redpoll,5,0.25,37.05882352941177,low,0.19129554655870445,low,passerine,passerine,"Frank Elanik, Andy Tardif",248,7.411764705882353,124,2,,09-Jun-00_EARLY_1,EARLY,12:06:00,14:10:00,12:26:00,2000-06-09,161,9,6
2000,RTLO,Red-throated Loon,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,SAVS,Savannah Sparrow,2,0.10526315789473684,17.80392156862745,low,0.10732860520094563,low,passerine,passerine,"Ricky Joe, Pierre Foisy",172,8.901960784313726,86,2,"female, feeding, singing",29-Jun-00_LATE_2,LATE,09:51:00,11:17:00,09:55:00,2000-06-29,181,29,6
2000,SEPL,Semipalmated Plover,1,0.034482758620689655,7.411764705882353,low,0.02434782608695652,low,shorebird,shorebird,"Frank Elanik, Andy Tardif",248,7.411764705882353,124,2,,09-Jun-00_EARLY_1,EARLY,12:06:00,14:10:00,12:56:00,2000-06-09,161,9,6
2000,SESA,Semipalmated Sandpiper,5,0.13157894736842105,44.50980392156863,low,0.11062378167641325,low,shorebird,shorebird,"Ricky Joe, Pierre Foisy",172,8.901960784313726,86,2,,29-Jun-00_LATE_2,LATE,09:51:00,11:17:00,10:16:00,2000-06-29,181,29,6
2000,SNBU,Snow Bunting,6,0.375,53.411764705882355,low,0.6080357142857143,high,passerine,passerine,"Ricky Joe, Pierre Foisy",172,8.901960784313726,86,2,,29-Jun-00_LATE_2,LATE,09:51:00,11:17:00,10:01:00,2000-06-29,181,29,6
2001,BASA,Baird's Sandpiper,0,0,0,low,0,low,shorebird,shorebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,BLGU,Black Guillemot,25,0.6756756756756757,244.11764705882354,high,0.6301245065290009,high,waterbird,other,"Frank Elanik, Ricky Joe",128,9.764705882352942,64,2,cove  ,29-Jun-01_LATE_2,LATE,10:53:00,11:57:00,10:53:00,2001-06-29,180,29,6
2001,COEI,Common Eider,8,0.14035087719298245,78.11764705882354,low,0.18599439775910365,low,waterbird,duck,"Frank Elanik, Ricky Joe",128,9.764705882352942,64,2,"4 male, 1 female in cove",29-Jun-01_LATE_2,LATE,10:53:00,11:57:00,11:01:00,2001-06-29,180,29,6
2001,GLGU,Glaucous Gull,7,0.5384615384615384,68.3529411764706,high,0.5729783037475344,high,waterbird,gull,"Frank Elanik, Ricky Joe",128,9.764705882352942,64,2,,29-Jun-01_LATE_2,LATE,10:53:00,11:57:00,10:57:00,2001-06-29,180,29,6
2001,GWFG,Greater White-fronted Goose,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,LALO,Lapland Longspur,11,0.2894736842105263,106.54901960784315,low,0.2553571428571429,low,passerine,passerine,"Frank Elanik, Ricky Joe",132,9.686274509803923,66,2,,09-Jun-01_EARLY_1,EARLY,10:26:00,11:32:00,10:45:00,2001-06-09,160,9,6
2001,LTJA,Long-tailed Jaeger,2,0.25,19.372549019607845,low,0.2530737704918033,low,birdofprey,gull,"Frank Elanik, Ricky Joe",132,9.686274509803923,66,2,,09-Jun-01_EARLY_1,EARLY,10:26:00,11:32:00,10:51:00,2001-06-09,160,9,6
2001,NOPI,Northern Pintail,16,0.3137254901960784,154.98039215686276,low,0.4100010374520179,low,waterbird,duck,"Frank Elanik, Ricky Joe",132,9.686274509803923,66,2,13M feeding,09-Jun-01_EARLY_1,EARLY,10:26:00,11:32:00,10:31:00,2001-06-09,160,9,6
2001,REDP,Redpoll,12,0.6,117.1764705882353,high,0.6048582995951417,high,passerine,passerine,"Frank Elanik, Ricky Joe",128,9.764705882352942,64,2,,29-Jun-01_LATE_2,LATE,10:53:00,11:57:00,11:11:00,2001-06-29,180,29,6
2001,RTLO,Red-throated Loon,1,0.1,9.686274509803923,low,0.16860068259385666,low,waterbird,duck,"Frank Elanik, Ricky Joe",132,9.686274509803923,66,2,,09-Jun-01_EARLY_1,EARLY,10:26:00,11:32:00,11:24:00,2001-06-09,160,9,6
2001,SAVS,Savannah Sparrow,2,0.10526315789473684,19.529411764705884,low,0.11773049645390073,low,passerine,passerine,"Frank Elanik, Ricky Joe",128,9.764705882352942,64,2,old ice house,29-Jun-01_LATE_2,LATE,10:53:00,11:57:00,11:19:00,2001-06-29,180,29,6
2001,SEPL,Semipalmated Plover,3,0.10344827586206896,29.294117647058826,low,0.09623188405797102,low,shorebird,shorebird,"Frank Elanik, Ricky Joe",128,9.764705882352942,64,2,,29-Jun-01_LATE_2,LATE,10:53:00,11:57:00,11:40:00,2001-06-29,180,29,6
2001,SESA,Semipalmated Sandpiper,8,0.21052631578947367,77.49019607843138,low,0.19259259259259257,low,shorebird,shorebird,"Frank Elanik, Ricky Joe",132,9.686274509803923,66,2,,09-Jun-01_EARLY_1,EARLY,10:26:00,11:32:00,10:27:00,2001-06-09,160,9,6
2001,SNBU,Snow Bunting,6,0.375,58.117647058823536,low,0.661607142857143,high,passerine,passerine,"Frank Elanik, Ricky Joe",132,9.686274509803923,66,2,,09-Jun-01_EARLY_1,EARLY,10:26:00,11:32:00,10:26:00,2001-06-09,160,9,6
2002,BASA,Baird's Sandpiper,0,0,0,low,0,low,shorebird,shorebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,BLGU,Black Guillemot,0,0,0,low,0,low,waterbird,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,COEI,Common Eider,30,0.5263157894736842,308.2352941176471,high,0.7338935574229692,high,waterbird,duck,"Ricky Joe, Andy Tardif",102,10.27450980392157,51,2,7M 6F in flight,09-Jun-02_EARLY_1,EARLY,10:09:00,11:00:00,10:09:00,2002-06-09,160,9,6
2002,GLGU,Glaucous Gull,4,0.3076923076923077,41.09803921568628,low,0.3445101906640368,low,waterbird,gull,"Ricky Joe, Andy Tardif",102,10.27450980392157,51,2,,09-Jun-02_EARLY_1,EARLY,10:09:00,11:00:00,10:14:00,2002-06-09,160,9,6
2002,GWFG,Greater White-fronted Goose,1,0.07142857142857142,10.27450980392157,low,0.0954810495626822,low,waterbird,duck,"Ricky Joe, Andy Tardif",102,10.27450980392157,51,2,,09-Jun-02_EARLY_1,EARLY,10:09:00,11:00:00,10:24:00,2002-06-09,160,9,6
2002,LALO,Lapland Longspur,10,0.2631578947368421,102.74509803921569,low,0.2462406015037594,low,passerine,passerine,"Ricky Joe, Andy Tardif",102,10.27450980392157,51,2,1M 1F,09-Jun-02_EARLY_1,EARLY,10:09:00,11:00:00,10:20:00,2002-06-09,160,9,6
2002,LTJA,Long-tailed Jaeger,0,0,0,low,0,low,birdofprey,gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NOPI,Northern Pintail,7,0.13725490196078433,71.92156862745098,low,0.19026870007262164,low,waterbird,duck,"Ricky Joe, Andy Tardif",102,10.27450980392157,51,2,1M in flight,09-Jun-02_EARLY_1,EARLY,10:09:00,11:00:00,10:14:00,2002-06-09,160,9,6
2002,REDP,Redpoll,0,0,0,low,0,low,passerine,passerine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,RTLO,Red-throated Loon,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,SAVS,Savannah Sparrow,1,0.05263157894736842,10.27450980392157,low,0.06193853427895982,low,passerine,passerine,"Ricky Joe, Andy Tardif",102,10.27450980392157,51,2,1F,09-Jun-02_EARLY_1,EARLY,10:09:00,11:00:00,10:37:00,2002-06-09,160,9,6
2002,SEPL,Semipalmated Plover,0,0,0,low,0,low,shorebird,shorebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,SESA,Semipalmated Sandpiper,0,0,0,low,0,low,shorebird,shorebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,SNBU,Snow Bunting,1,0.0625,10.27450980392157,low,0.11696428571428573,low,passerine,passerine,"Ricky Joe, Andy Tardif",102,10.27450980392157,51,2,,09-Jun-02_EARLY_1,EARLY,10:09:00,11:00:00,10:14:00,2002-06-09,160,9,6
2003,BASA,Baird's Sandpiper,1,0.07142857142857142,10.23529411764706,low,0.07967032967032966,low,shorebird,shorebird,"Andy Tardif, LeeJohn Meyook",104,10.23529411764706,52,2,,29-Jun-03_LATE_2,LATE,14:22:00,15:14:00,15:03:00,2003-06-29,180,29,6
2003,BLGU,Black Guillemot,0,0,0,low,0,low,waterbird,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,COEI,Common Eider,6,0.10526315789473684,25.647058823529417,low,0.061064425770308135,low,waterbird,duck,"Colin Gordon, Andy Tardif",408,4.274509803921569,204,2,"3 male, 2 female",09-Jun-03_EARLY_1,EARLY,14:59:00,18:23:00,17:39:00,2003-06-09,160,9,6
2003,GLGU,Glaucous Gull,3,0.23076923076923078,12.823529411764708,low,0.10749506903353058,low,waterbird,gull,"Colin Gordon, Andy Tardif",408,4.274509803921569,204,2,,09-Jun-03_EARLY_1,EARLY,14:59:00,18:23:00,17:42:00,2003-06-09,160,9,6
2003,GWFG,Greater White-fronted Goose,2,0.14285714285714285,20.47058823529412,low,0.19023323615160348,low,waterbird,duck,"Andy Tardif, LeeJohn Meyook",104,10.23529411764706,52,2,,29-Jun-03_LATE_2,LATE,14:22:00,15:14:00,14:22:00,2003-06-29,180,29,6
2003,LALO,Lapland Longspur,17,0.4473684210526316,174.00000000000003,low,0.4170112781954888,low,passerine,passerine,"Andy Tardif, LeeJohn Meyook",104,10.23529411764706,52,2,,29-Jun-03_LATE_2,LATE,14:22:00,15:14:00,14:26:00,2003-06-29,180,29,6
2003,LTJA,Long-tailed Jaeger,4,0.5,17.098039215686278,low,0.22336065573770497,low,birdofprey,gull,"Colin Gordon, Andy Tardif",408,4.274509803921569,204,2,,09-Jun-03_EARLY_1,EARLY,14:59:00,18:23:00,16:59:00,2003-06-09,160,9,6
2003,NOPI,Northern Pintail,12,0.23529411764705882,51.29411764705883,low,0.13569872393401808,low,waterbird,duck,"Colin Gordon, Andy Tardif",408,4.274509803921569,204,2,"4 in flight, 2 pair dabbling",09-Jun-03_EARLY_1,EARLY,14:59:00,18:23:00,16:53:00,2003-06-09,160,9,6
2003,REDP,Redpoll,0,0,0,low,0,low,passerine,passerine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,RTLO,Red-throated Loon,2,0.2,20.47058823529412,low,0.3563139931740614,low,waterbird,duck,"Andy Tardif, LeeJohn Meyook",104,10.23529411764706,52,2,,29-Jun-03_LATE_2,LATE,14:22:00,15:14:00,14:25:00,2003-06-29,180,29,6
2003,SAVS,Savannah Sparrow,3,0.15789473684210525,12.823529411764708,low,0.0773049645390071,low,passerine,passerine,"Colin Gordon, Andy Tardif",408,4.274509803921569,204,2,pair,09-Jun-03_EARLY_1,EARLY,14:59:00,18:23:00,17:11:00,2003-06-09,160,9,6
2003,SEPL,Semipalmated Plover,3,0.10344827586206896,12.823529411764708,low,0.0421256038647343,low,shorebird,shorebird,"Colin Gordon, Andy Tardif",408,4.274509803921569,204,2,,09-Jun-03_EARLY_1,EARLY,14:59:00,18:23:00,18:09:00,2003-06-09,160,9,6
2003,SESA,Semipalmated Sandpiper,1,0.02631578947368421,4.274509803921569,low,0.010623781676413256,low,shorebird,shorebird,"Colin Gordon, Andy Tardif",408,4.274509803921569,204,2,,09-Jun-03_EARLY_1,EARLY,14:59:00,18:23:00,16:47:00,2003-06-09,160,9,6
2003,SNBU,Snow Bunting,5,0.3125,21.372549019607845,low,0.24330357142857145,low,passerine,passerine,"Colin Gordon, Andy Tardif",408,4.274509803921569,204,2,,09-Jun-03_EARLY_1,EARLY,14:59:00,18:23:00,16:49:00,2003-06-09,160,9,6
2004,BASA,Baird's Sandpiper,2,0.14285714285714285,19.372549019607845,low,0.15079365079365079,low,shorebird,shorebird,"LeeJohn Meyook, Leonard",132,9.686274509803923,66,2,feeding on small ponds,09-Jun-04_EARLY_1,EARLY,11:00:00,12:06:00,11:00:00,2004-06-09,161,9,6
2004,BLGU,Black Guillemot,4,0.10810810810810811,37.333333333333336,low,0.09636602895029861,low,waterbird,other,"LeeJohn Meyook, Leonard",150,9.333333333333334,75,2,swimming in cove between ice,29-Jun-04_LATE_2,LATE,16:59:00,18:14:00,18:03:00,2004-06-29,181,29,6
2004,COEI,Common Eider,45,0.7894736842105263,420,high,1,high,waterbird,duck,"LeeJohn Meyook, Leonard",150,9.333333333333334,75,2,wandering - looking for nest sites,29-Jun-04_LATE_2,LATE,16:59:00,18:14:00,17:03:00,2004-06-29,181,29,6
2004,GLGU,Glaucous Gull,5,0.38461538461538464,46.66666666666667,low,0.39119000657462194,low,waterbird,gull,"LeeJohn Meyook, Leonard",150,9.333333333333334,75,2,,29-Jun-04_LATE_2,LATE,16:59:00,18:14:00,17:24:00,2004-06-29,181,29,6
2004,GWFG,Greater White-fronted Goose,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,LALO,Lapland Longspur,25,0.6578947368421053,233.33333333333334,high,0.5592105263157895,high,passerine,passerine,"LeeJohn Meyook, Leonard",150,9.333333333333334,75,2,feeding amongst logs,29-Jun-04_LATE_2,LATE,16:59:00,18:14:00,17:04:00,2004-06-29,181,29,6
2004,LTJA,Long-tailed Jaeger,2,0.25,19.372549019607845,low,0.2530737704918033,low,birdofprey,gull,"LeeJohn Meyook, Leonard",132,9.686274509803923,66,2,,09-Jun-04_EARLY_1,EARLY,11:00:00,12:06:00,11:42:00,2004-06-09,161,9,6
2004,NOPI,Northern Pintail,10,0.19607843137254902,93.33333333333334,low,0.2469135802469136,low,waterbird,duck,"LeeJohn Meyook, Leonard",150,9.333333333333334,75,2,flew from large pond,29-Jun-04_LATE_2,LATE,16:59:00,18:14:00,17:56:00,2004-06-29,181,29,6
2004,REDP,Redpoll,2,0.1,19.372549019607845,low,0.1,low,passerine,passerine,"LeeJohn Meyook, Leonard",132,9.686274509803923,66,2,feeding amongst logs,09-Jun-04_EARLY_1,EARLY,11:00:00,12:06:00,11:16:00,2004-06-09,161,9,6
2004,RTLO,Red-throated Loon,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,SAVS,Savannah Sparrow,9,0.47368421052631576,87.1764705882353,low,0.5255319148936171,high,passerine,passerine,"LeeJohn Meyook, Leonard",132,9.686274509803923,66,2,amongst logs,09-Jun-04_EARLY_1,EARLY,11:00:00,12:06:00,11:14:00,2004-06-09,161,9,6
2004,SEPL,Semipalmated Plover,6,0.20689655172413793,58.117647058823536,low,0.19091787439613528,low,shorebird,shorebird,"LeeJohn Meyook, Leonard",132,9.686274509803923,66,2,,09-Jun-04_EARLY_1,EARLY,11:00:00,12:06:00,11:00:00,2004-06-09,161,9,6
2004,SESA,Semipalmated Sandpiper,3,0.07894736842105263,29.058823529411768,low,0.07222222222222222,low,shorebird,shorebird,"LeeJohn Meyook, Leonard",132,9.686274509803923,66,2,feeding in marsh,09-Jun-04_EARLY_1,EARLY,11:00:00,12:06:00,11:15:00,2004-06-09,161,9,6
2004,SNBU,Snow Bunting,3,0.1875,28,low,0.31875,low,passerine,passerine,"LeeJohn Meyook, Leonard",150,9.333333333333334,75,2,,29-Jun-04_LATE_2,LATE,16:59:00,18:14:00,17:02:00,2004-06-29,181,29,6
2005,BASA,Baird's Sandpiper,4,0.2857142857142857,37.96078431372549,low,0.29548229548229543,low,shorebird,shorebird,"Pierre Foisy, Jonas Meyook",142,9.490196078431373,71,2,,29-Jun-05_LATE_2,LATE,19:30:00,20:41:00,19:31:00,2005-06-29,180,29,6
2005,BLGU,Black Guillemot,3,0.08108108108108109,28.470588235294116,low,0.07348921955663527,low,waterbird,other,"Pierre Foisy, Jonas Meyook",142,9.490196078431373,71,2,beside nest box,29-Jun-05_LATE_2,LATE,19:30:00,20:41:00,19:39:00,2005-06-29,180,29,6
2005,COEI,Common Eider,6,0.10526315789473684,56.94117647058823,low,0.13557422969187674,low,waterbird,duck,"Pierre Foisy, Jonas Meyook",142,9.490196078431373,71,2,"4 on ice, 2 in water",29-Jun-05_LATE_2,LATE,19:30:00,20:41:00,20:41:00,2005-06-29,180,29,6
2005,GLGU,Glaucous Gull,9,0.6923076923076923,85.41176470588235,high,0.7159763313609466,high,waterbird,gull,"Pierre Foisy, Jonas Meyook",142,9.490196078431373,71,2,,29-Jun-05_LATE_2,LATE,19:30:00,20:41:00,20:31:00,2005-06-29,180,29,6
2005,GWFG,Greater White-fronted Goose,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,LALO,Lapland Longspur,8,0.21052631578947367,58.98039215686275,low,0.14135338345864662,low,passerine,passerine,"Pierre Foisy, Jonas Meyook",250,7.372549019607844,125,2,,08-Jun-05_EARLY_1,EARLY,17:00:00,19:05:00,17:03:00,2005-06-08,159,8,6
2005,LTJA,Long-tailed Jaeger,0,0,0,low,0,low,birdofprey,gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NOPI,Northern Pintail,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
