"observation.id","survey.id","date.ymd","doy","species","spec.code","guild","total","time","sampling.time","num.observers","sampling.effort","effort.multiplier","breed","behaviour","notes","observers","guild2","date","period","year","month","day","survey.num","transect","start.time","end.time","rec.num","end.time.filled","transect.id"
776,"29-Jun-99_LATE_2",1999-06-29,180,"Long-tailed Jaeger","LTJA","birdofprey",2,10:08:00,70,2,140,22.75,"","","","Frank Elanik, Ricky Joe","gull","29-Jun-99","LATE",1999,6,29,2,2,09:25:00,10:35:00,554,TRUE,"29-Jun-99_LATE_2_2"
777,"29-Jun-99_LATE_2",1999-06-29,180,"Common Eider","COEI","waterbird",4,10:20:00,70,2,140,22.75,"","","2 male 2 female","Frank Elanik, Ricky Joe","duck","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,128,TRUE,"29-Jun-99_LATE_2_3"
778,"29-Jun-99_LATE_2",1999-06-29,180,"Surf Scoter","SUSC","waterbird",100,10:20:00,70,2,140,22.75,"","in the cove","","Frank Elanik, Ricky Joe","duck","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,943,TRUE,"29-Jun-99_LATE_2_3"
779,"29-Jun-99_LATE_2",1999-06-29,180,"Lesser Scaup","LESC","waterbird",10,10:22:00,70,2,140,22.75,"","","flushed from the beach","Frank Elanik, Ricky Joe","duck","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,528,TRUE,"29-Jun-99_LATE_2_3"
780,"29-Jun-99_LATE_2",1999-06-29,180,"Pacific Loon ","PALO","waterbird",1,10:23:00,70,2,140,22.75,"","flying","flying west","Frank Elanik, Ricky Joe","duck","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,980,TRUE,"29-Jun-99_LATE_2_3"
781,"29-Jun-99_LATE_2",1999-06-29,180,"Common Eider","COEI","waterbird",2,10:24:00,70,2,140,22.75,"","male female","","Frank Elanik, Ricky Joe","duck","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,129,TRUE,"29-Jun-99_LATE_2_3"
782,"29-Jun-99_LATE_2",1999-06-29,180,"Greater White-fronted Goose","GWFG","waterbird",3,10:30:00,70,2,140,22.75,"","","pond area","Frank Elanik, Ricky Joe","duck","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,269,TRUE,"29-Jun-99_LATE_2_3"
783,"29-Jun-99_LATE_2",1999-06-29,180,"Semipalmated Sandpiper","SESA","shorebird",2,10:30:00,70,2,140,22.75,"","","pond area","Frank Elanik, Ricky Joe","shorebird","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,832,TRUE,"29-Jun-99_LATE_2_3"
784,"29-Jun-99_LATE_2",1999-06-29,180,"Northern Pintail","NOPI","waterbird",4,10:31:00,70,2,140,22.75,"","","flushed  ","Frank Elanik, Ricky Joe","duck","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,611,TRUE,"29-Jun-99_LATE_2_3"
785,"29-Jun-99_LATE_2",1999-06-29,180,"Common Eider","COEI","waterbird",1,10:34:00,70,2,140,22.75,"","","female","Frank Elanik, Ricky Joe","duck","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,130,TRUE,"29-Jun-99_LATE_2_3"
786,"29-Jun-99_LATE_2",1999-06-29,180,"Snow Bunting","SNBU","passerine",1,10:34:00,70,2,140,22.75,"","feeding","","Frank Elanik, Ricky Joe","passerine","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,896,TRUE,"29-Jun-99_LATE_2_3"
787,"29-Jun-99_LATE_2",1999-06-29,180,"Black Guillemot","BLGU","waterbird",5,10:35:00,70,2,140,22.75,"","feeding","cove area feeding","Frank Elanik, Ricky Joe","other","29-Jun-99","LATE",1999,6,29,2,3,09:25:00,10:35:00,53,TRUE,"29-Jun-99_LATE_2_3"
788,"9-Jun-00_EARLY_1",2000-06-09,161,"Lapland Longspur","LALO","passerine",1,12:06:00,124,2,248,17.35,"","","female","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,358,TRUE,"9-Jun-00_EARLY_1_1"
789,"9-Jun-00_EARLY_1",2000-06-09,161,"American Wigeon","AMWI","waterbird",2,12:06:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,14,TRUE,"9-Jun-00_EARLY_1_1"
790,"9-Jun-00_EARLY_1",2000-06-09,161,"Northern Pintail","NOPI","waterbird",2,12:06:00,124,2,248,17.35,"","male female","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,594,TRUE,"9-Jun-00_EARLY_1_1"
791,"9-Jun-00_EARLY_1",2000-06-09,161,"Long-tailed Jaeger","LTJA","birdofprey",1,12:10:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","gull","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,547,TRUE,"9-Jun-00_EARLY_1_1"
792,"9-Jun-00_EARLY_1",2000-06-09,161,"Green-winged Teal","GWTE","waterbird",2,12:11:00,124,2,248,17.35,"","male female","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,272,TRUE,"9-Jun-00_EARLY_1_1"
793,"9-Jun-00_EARLY_1",2000-06-09,161,"passerine sp.","PASS","passerine",1,12:13:00,124,2,248,17.35,"","","unidentified, in flight","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,996,TRUE,"9-Jun-00_EARLY_1_1"
794,"9-Jun-00_EARLY_1",2000-06-09,161,"Lapland Longspur","LALO","passerine",2,12:14:00,124,2,248,17.35,"","male female","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,359,TRUE,"9-Jun-00_EARLY_1_1"
795,"9-Jun-00_EARLY_1",2000-06-09,161,"Snow Bunting","SNBU","passerine",1,12:15:00,124,2,248,17.35,"","male  ","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,877,TRUE,"9-Jun-00_EARLY_1_1"
796,"9-Jun-00_EARLY_1",2000-06-09,161,"Mallard","MALL","waterbird",5,12:16:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,580,TRUE,"9-Jun-00_EARLY_1_1"
797,"9-Jun-00_EARLY_1",2000-06-09,161,"Northern Pintail","NOPI","waterbird",18,12:16:00,124,2,248,17.35,"","flying","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,595,TRUE,"9-Jun-00_EARLY_1_1"
798,"9-Jun-00_EARLY_1",2000-06-09,161,"Greater White-fronted Goose","GWFG","waterbird",2,12:17:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,263,TRUE,"9-Jun-00_EARLY_1_1"
799,"9-Jun-00_EARLY_1",2000-06-09,161,"Northern Pintail","NOPI","waterbird",2,12:18:00,124,2,248,17.35,"","male female","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,596,TRUE,"9-Jun-00_EARLY_1_1"
800,"9-Jun-00_EARLY_1",2000-06-09,161,"Northern Pintail","NOPI","waterbird",5,12:19:00,124,2,248,17.35,"","swimming","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,597,TRUE,"9-Jun-00_EARLY_1_1"
801,"9-Jun-00_EARLY_1",2000-06-09,161,"Semipalmated Sandpiper","SESA","shorebird",1,12:19:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","shorebird","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,803,TRUE,"9-Jun-00_EARLY_1_1"
802,"9-Jun-00_EARLY_1",2000-06-09,161,"Greater White-fronted Goose","GWFG","waterbird",1,12:23:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,264,TRUE,"9-Jun-00_EARLY_1_1"
803,"9-Jun-00_EARLY_1",2000-06-09,161,"Northern Pintail","NOPI","waterbird",2,12:24:00,124,2,248,17.35,"","flying","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,598,TRUE,"9-Jun-00_EARLY_1_1"
804,"9-Jun-00_EARLY_1",2000-06-09,161,"Common Redpoll","CORE","passerine",1,12:26:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,192,TRUE,"9-Jun-00_EARLY_1_1"
805,"9-Jun-00_EARLY_1",2000-06-09,161,"Semipalmated Sandpiper","SESA","shorebird",1,12:28:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","shorebird","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,804,TRUE,"9-Jun-00_EARLY_1_1"
806,"9-Jun-00_EARLY_1",2000-06-09,161,"Lesser Yellowlegs","LEYE","shorebird",1,12:31:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","shorebird","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,533,TRUE,"9-Jun-00_EARLY_1_1"
807,"9-Jun-00_EARLY_1",2000-06-09,161,"Canada Goose","CAGO","waterbird",2,12:34:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,87,TRUE,"9-Jun-00_EARLY_1_1"
808,"9-Jun-00_EARLY_1",2000-06-09,161,"passerine sp.","PASS","passerine",2,12:37:00,124,2,248,17.35,"","","unidentified, in flight","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,997,TRUE,"9-Jun-00_EARLY_1_1"
809,"9-Jun-00_EARLY_1",2000-06-09,161,"Common Redpoll","CORE","passerine",1,12:38:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,193,TRUE,"9-Jun-00_EARLY_1_1"
810,"9-Jun-00_EARLY_1",2000-06-09,161,"Semipalmated Sandpiper","SESA","shorebird",2,12:38:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","shorebird","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,805,TRUE,"9-Jun-00_EARLY_1_1"
811,"9-Jun-00_EARLY_1",2000-06-09,161,"Canada Goose","CAGO","waterbird",1,12:39:00,124,2,248,17.35,"","flying","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,1,12:06:00,14:10:00,88,TRUE,"9-Jun-00_EARLY_1_1"
812,"9-Jun-00_EARLY_1",2000-06-09,161,"Lapland Longspur","LALO","passerine",2,12:46:00,124,2,248,17.35,"","male female","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,2,12:06:00,14:10:00,427,TRUE,"9-Jun-00_EARLY_1_2"
813,"9-Jun-00_EARLY_1",2000-06-09,161,"Common Redpoll","CORE","passerine",1,12:47:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,2,12:06:00,14:10:00,197,TRUE,"9-Jun-00_EARLY_1_2"
814,"9-Jun-00_EARLY_1",2000-06-09,161,"Glaucous Gull","GLGU","waterbird",1,12:47:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","gull","9-Jun-00","EARLY",2000,6,9,1,2,12:06:00,14:10:00,221,TRUE,"9-Jun-00_EARLY_1_2"
815,"9-Jun-00_EARLY_1",2000-06-09,161,"Long-tailed Jaeger","LTJA","birdofprey",1,12:47:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","gull","9-Jun-00","EARLY",2000,6,9,1,2,12:06:00,14:10:00,558,TRUE,"9-Jun-00_EARLY_1_2"
816,"9-Jun-00_EARLY_1",2000-06-09,161,"Common Redpoll","CORE","passerine",2,12:50:00,124,2,248,17.35,"","male female","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,2,12:06:00,14:10:00,198,TRUE,"9-Jun-00_EARLY_1_2"
817,"9-Jun-00_EARLY_1",2000-06-09,161,"Northern Pintail","NOPI","waterbird",5,12:52:00,124,2,248,17.35,"","flying","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,2,12:06:00,14:10:00,606,TRUE,"9-Jun-00_EARLY_1_2"
818,"9-Jun-00_EARLY_1",2000-06-09,161,"Northern Pintail","NOPI","waterbird",6,12:53:00,124,2,248,17.35,"","in ocean","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,614,TRUE,"9-Jun-00_EARLY_1_3"
819,"9-Jun-00_EARLY_1",2000-06-09,161,"Northern Harrier","NOHA","birdofprey",1,12:54:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","hawk","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,585,TRUE,"9-Jun-00_EARLY_1_3"
820,"9-Jun-00_EARLY_1",2000-06-09,161,"Snow Bunting","SNBU","passerine",1,12:54:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,901,TRUE,"9-Jun-00_EARLY_1_3"
821,"9-Jun-00_EARLY_1",2000-06-09,161,"Semipalmated Plover","SEPL","shorebird",1,12:56:00,124,2,248,17.35,"","male","","Frank Elanik, Andy Tardif","shorebird","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,767,TRUE,"9-Jun-00_EARLY_1_3"
822,"9-Jun-00_EARLY_1",2000-06-09,161,"Canada Goose","CAGO","waterbird",2,12:59:00,124,2,248,17.35,"","","walking on ice","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,92,TRUE,"9-Jun-00_EARLY_1_3"
823,"9-Jun-00_EARLY_1",2000-06-09,161,"Canada Goose","CAGO","waterbird",3,13:03:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,93,TRUE,"9-Jun-00_EARLY_1_3"
824,"9-Jun-00_EARLY_1",2000-06-09,161,"duck sp.","DUCK","waterbird",5,13:03:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,1017,TRUE,"9-Jun-00_EARLY_1_3"
825,"9-Jun-00_EARLY_1",2000-06-09,161,"Glaucous Gull","GLGU","waterbird",1,13:06:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","gull","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,238,TRUE,"9-Jun-00_EARLY_1_3"
826,"9-Jun-00_EARLY_1",2000-06-09,161,"American Golden Plover","AMGP","passerine",1,13:10:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,5,TRUE,"9-Jun-00_EARLY_1_3"
827,"9-Jun-00_EARLY_1",2000-06-09,161,"Green-winged Teal","GWTE","waterbird",4,13:13:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,275,TRUE,"9-Jun-00_EARLY_1_3"
828,"9-Jun-00_EARLY_1",2000-06-09,161,"Common Eider","COEI","waterbird",1,14:05:00,124,2,248,17.35,"","dead","deceased male by outhouse","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,159,TRUE,"9-Jun-00_EARLY_1_3"
829,"9-Jun-00_EARLY_1",2000-06-09,161,"Northern Pintail","NOPI","waterbird",11,14:05:00,124,2,248,17.35,"","flying","9 in pond, 2 in flight","Frank Elanik, Andy Tardif","duck","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,617,TRUE,"9-Jun-00_EARLY_1_3"
830,"9-Jun-00_EARLY_1",2000-06-09,161,"Snow Bunting","SNBU","passerine",1,14:05:00,124,2,248,17.35,"","male","","Frank Elanik, Andy Tardif","passerine","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,916,TRUE,"9-Jun-00_EARLY_1_3"
831,"9-Jun-00_EARLY_1",2000-06-09,161,"Glaucous Gull","GLGU","waterbird",2,14:10:00,124,2,248,17.35,"nest","","egg in nest - 1 of 3 nests","Frank Elanik, Andy Tardif","gull","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,248,TRUE,"9-Jun-00_EARLY_1_3"
832,"9-Jun-00_EARLY_1",2000-06-09,161,"Semipalmated Sandpiper","SESA","shorebird",1,14:10:00,124,2,248,17.35,"","","","Frank Elanik, Andy Tardif","shorebird","9-Jun-00","EARLY",2000,6,9,1,3,12:06:00,14:10:00,841,TRUE,"9-Jun-00_EARLY_1_3"
833,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",1,09:51:00,86,2,172,21.15,"","singing","female, singing","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,341,TRUE,"29-Jun-00_LATE_2_1"
834,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",2,09:54:00,86,2,172,21.15,"","males, singing","","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,342,TRUE,"29-Jun-00_LATE_2_1"
835,"29-Jun-00_LATE_2",2000-06-29,181,"Savannah Sparrow","SAVS","passerine",1,09:55:00,86,2,172,21.15,"","singing","female, feeding, singing","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,709,TRUE,"29-Jun-00_LATE_2_1"
836,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",1,09:56:00,86,2,172,21.15,"","singing","female, feeding, singing","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,343,TRUE,"29-Jun-00_LATE_2_1"
837,"29-Jun-00_LATE_2",2000-06-29,181,"Canada Goose","CAGO","waterbird",5,09:58:00,86,2,172,21.15,"","flying","","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,85,TRUE,"29-Jun-00_LATE_2_1"
838,"29-Jun-00_LATE_2",2000-06-29,181,"American Wigeon","AMWI","waterbird",12,10:00:00,86,2,172,21.15,"","flying","","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,11,TRUE,"29-Jun-00_LATE_2_1"
839,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",1,10:01:00,86,2,172,21.15,"","flying","female in flight","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,344,TRUE,"29-Jun-00_LATE_2_1"
840,"29-Jun-00_LATE_2",2000-06-29,181,"Snow Bunting","SNBU","passerine",2,10:01:00,86,2,172,21.15,"","male, female flying","","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,870,TRUE,"29-Jun-00_LATE_2_1"
841,"29-Jun-00_LATE_2",2000-06-29,181,"Snow Bunting","SNBU","passerine",1,10:02:00,86,2,172,21.15,"","male in flight","","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,871,TRUE,"29-Jun-00_LATE_2_1"
842,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",1,10:04:00,86,2,172,21.15,"","male in flight","feeding","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,345,TRUE,"29-Jun-00_LATE_2_1"
843,"29-Jun-00_LATE_2",2000-06-29,181,"Mallard","MALL","waterbird",4,10:04:00,86,2,172,21.15,"","flying","","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,579,TRUE,"29-Jun-00_LATE_2_1"
844,"29-Jun-00_LATE_2",2000-06-29,181,"Northern Pintail","NOPI","waterbird",7,10:04:00,86,2,172,21.15,"","flying","","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,587,TRUE,"29-Jun-00_LATE_2_1"
845,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",1,10:05:00,86,2,172,21.15,"","male, feeding","","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,346,TRUE,"29-Jun-00_LATE_2_1"
846,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",1,10:08:00,86,2,172,21.15,"","feeding","female, feeding","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,1,09:51:00,11:17:00,347,TRUE,"29-Jun-00_LATE_2_1"
847,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",2,10:16:00,86,2,172,21.15,"","male, female feeding","","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,2,09:51:00,11:17:00,413,TRUE,"29-Jun-00_LATE_2_2"
848,"29-Jun-00_LATE_2",2000-06-29,181,"Semipalmated Sandpiper","SESA","shorebird",2,10:16:00,86,2,172,21.15,"","flying","","Ricky Joe, Pierre Foisy","shorebird","29-Jun-00","LATE",2000,6,29,2,2,09:51:00,11:17:00,816,TRUE,"29-Jun-00_LATE_2_2"
849,"29-Jun-00_LATE_2",2000-06-29,181,"Semipalmated Sandpiper","SESA","shorebird",1,10:22:00,86,2,172,21.15,"","flying","","Ricky Joe, Pierre Foisy","shorebird","29-Jun-00","LATE",2000,6,29,2,2,09:51:00,11:17:00,817,TRUE,"29-Jun-00_LATE_2_2"
850,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",2,10:23:00,86,2,172,21.15,"","male, female feeding","on route","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,2,09:51:00,11:17:00,414,TRUE,"29-Jun-00_LATE_2_2"
851,"29-Jun-00_LATE_2",2000-06-29,181,"Long-billed Dowitcher","LBDO","shorebird",1,10:26:00,86,2,172,21.15,"","flying","","Ricky Joe, Pierre Foisy","shorebird","29-Jun-00","LATE",2000,6,29,2,2,09:51:00,11:17:00,525,TRUE,"29-Jun-00_LATE_2_2"
852,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",1,10:28:00,86,2,172,21.15,"","feeding","female, feeding","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,2,09:51:00,11:17:00,415,TRUE,"29-Jun-00_LATE_2_2"
853,"29-Jun-00_LATE_2",2000-06-29,181,"Lapland Longspur","LALO","passerine",1,10:31:00,86,2,172,21.15,"","feeding","","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,2,09:51:00,11:17:00,416,TRUE,"29-Jun-00_LATE_2_2"
854,"29-Jun-00_LATE_2",2000-06-29,181,"Common Eider","COEI","waterbird",4,10:41:00,86,2,172,21.15,"","resting","3 males, 1 female in water","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,131,TRUE,"29-Jun-00_LATE_2_3"
855,"29-Jun-00_LATE_2",2000-06-29,181,"Common Loon","COLO","waterbird",1,10:42:00,86,2,172,21.15,"","in water","","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,171,TRUE,"29-Jun-00_LATE_2_3"
856,"29-Jun-00_LATE_2",2000-06-29,181,"White-winged Scoter","WWSC","waterbird",7,10:46:00,86,2,172,21.15,"","resting","","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,976,TRUE,"29-Jun-00_LATE_2_3"
857,"29-Jun-00_LATE_2",2000-06-29,181,"Common Eider","COEI","waterbird",2,10:48:00,86,2,172,21.15,"","male in water, female on ice","","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,134,TRUE,"29-Jun-00_LATE_2_3"
858,"29-Jun-00_LATE_2",2000-06-29,181,"Semipalmated Sandpiper","SESA","shorebird",1,10:50:00,86,2,172,21.15,"","feeding","","Ricky Joe, Pierre Foisy","shorebird","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,833,TRUE,"29-Jun-00_LATE_2_3"
859,"29-Jun-00_LATE_2",2000-06-29,181,"Semipalmated Sandpiper","SESA","shorebird",1,10:51:00,86,2,172,21.15,"","feeding","","Ricky Joe, Pierre Foisy","shorebird","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,834,TRUE,"29-Jun-00_LATE_2_3"
860,"29-Jun-00_LATE_2",2000-06-29,181,"Black Guillemot","BLGU","waterbird",6,10:54:00,86,2,172,21.15,"","swimming","on water","Ricky Joe, Pierre Foisy","other","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,54,TRUE,"29-Jun-00_LATE_2_3"
861,"29-Jun-00_LATE_2",2000-06-29,181,"Common Eider","COEI","waterbird",3,10:54:00,86,2,172,21.15,"","flying","females in flight","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,135,TRUE,"29-Jun-00_LATE_2_3"
862,"29-Jun-00_LATE_2",2000-06-29,181,"Snow Bunting","SNBU","passerine",1,10:54:00,86,2,172,21.15,"","feeding","female, feeding","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,897,TRUE,"29-Jun-00_LATE_2_3"
863,"29-Jun-00_LATE_2",2000-06-29,181,"Long-tailed Duck","LTDU","waterbird",2,11:04:00,86,2,172,21.15,"","swimming","on water","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,538,TRUE,"29-Jun-00_LATE_2_3"
864,"29-Jun-00_LATE_2",2000-06-29,181,"Common Eider","COEI","waterbird",5,11:08:00,86,2,172,21.15,"","resting","4 male, 1 female resting","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,136,TRUE,"29-Jun-00_LATE_2_3"
865,"29-Jun-00_LATE_2",2000-06-29,181,"Snow Bunting","SNBU","passerine",2,11:10:00,86,2,172,21.15,"","males, resting","","Ricky Joe, Pierre Foisy","passerine","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,898,TRUE,"29-Jun-00_LATE_2_3"
866,"29-Jun-00_LATE_2",2000-06-29,181,"Common Loon","COLO","waterbird",1,11:11:00,86,2,172,21.15,"","flying","","Ricky Joe, Pierre Foisy","duck","29-Jun-00","LATE",2000,6,29,2,3,09:51:00,11:17:00,172,TRUE,"29-Jun-00_LATE_2_3"
